%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=206354, 2016/04/14 11:6:12.55)
145 1886 3.019639e-02 3.830898e+01  6.438468578600055700e+07  6.438545933809438300e+07  6.438665643150493500e+07  6.439042808352931600e+07
146 1899 2.875049e-02 3.832336e+01  6.438468578600055700e+07  6.438476001214760500e+07  6.438767508513712100e+07  6.439115034322905500e+07
147 1912 2.718892e-02 3.819389e+01  6.438468578600055700e+07  6.438491471925967200e+07  6.438626925310336100e+07  6.438949980761225500e+07
148 1925 2.597170e-02 3.813731e+01  6.438452544263827800e+07  6.438452544263827800e+07  6.438583035039980700e+07  6.438746114952985900e+07
149 1938 2.491230e-02 3.810136e+01  6.438452544263827800e+07  6.438475296968674700e+07  6.438553527745793000e+07  6.438837155152695600e+07
150 1951 2.480870e-02 3.808053e+01  6.438452544263827800e+07  6.438491249025149600e+07  6.438546848349643500e+07  6.438753260210268200e+07
151 1964 2.441734e-02 3.808411e+01  6.438452544263827800e+07  6.438490700148545200e+07  6.438551335179577000e+07  6.438679169114367700e+07
152 1977 2.340381e-02 3.810415e+01  6.438452544263827800e+07  6.438453392386129500e+07  6.438565381929027300e+07  6.438859238660159000e+07
153 1990 2.241477e-02 3.790459e+01  6.438444713001234100e+07  6.438444713001234100e+07  6.438587626972877200e+07  6.439099527382186800e+07
154 2003 2.217521e-02 3.786515e+01  6.438440008514127900e+07  6.438440008514127900e+07  6.438519475293630400e+07  6.438791472236599800e+07
155 2016 2.261525e-02 3.768860e+01  6.438440008514127900e+07  6.438444377837060400e+07  6.438551881497454600e+07  6.438669644683758200e+07
156 2029 2.280717e-02 3.767074e+01  6.438425129563660200e+07  6.438425129563660200e+07  6.438531181677714000e+07  6.438699124516207000e+07
157 2042 2.264096e-02 3.769960e+01  6.438425129563660200e+07  6.438440532242002300e+07  6.438520232745458200e+07  6.438744073908905700e+07
158 2055 2.248086e-02 3.775941e+01  6.438425129563660200e+07  6.438443667494818600e+07  6.438537263167388000e+07  6.438942123134322500e+07
159 2068 2.215802e-02 3.766745e+01  6.438413884707859900e+07  6.438413884707859900e+07  6.438490805101190500e+07  6.438617936642445600e+07
160 2081 2.222587e-02 3.752641e+01  6.438413884707859900e+07  6.438417696774399300e+07  6.438529206298396000e+07  6.438663263149847800e+07
161 2094 2.137664e-02 3.753099e+01  6.438413884707859900e+07  6.438418297502735300e+07  6.438493244596507400e+07  6.438592822892629400e+07
162 2107 2.119538e-02 3.746730e+01  6.438413884707859900e+07  6.438441735834286400e+07  6.438545957625431600e+07  6.438587004420407100e+07
